Questions,Labels
제가 곧 중2가 되는 중1입니다,1
저는 곧 고2가 되는 고1입니다,1
특성화고등학교에서 조경과를 곧 다니게 될 중3 여학생입니다,1
저는 현재 중1 곧 중2가 되는 중학생입니다,1
저는 조금있으면 중2가 되는 학생 입니다,1
저는 보건간호와 관련된 특성화를 다니는 고 2 학생입니다,1
올해 고2가 된 여학생입니다,1
이제 중2가 된 여중생 입니다,1
안녕하세요 올해 중2가 된 학생입니다,1
이제 고2가 되는 학생입니다,1
올해로 중2가 되는 학생입니다,1
안녕하세요 예비 고2가 되는 일반고 학생입니다,1
6월 23일 전까지 3학년때 배울 과목을 선택해야 하는 고등학교 2학년입니다,1
진학준비를 하고있는 16살 여학생입니다,1
특성화고여서 지금 3학년은 취업을 나가거나 준비하는 시즌입니다,1
저는 지금 제품 디자인과에서 공부를 하고 있는 학생입니다,1
이번해에 중1 들어가는 남학생입니다,1
현재 나이 고3으로 고2초에 자퇴를하고 검정고시 준비하면서 대학진학으로 고민하는 학생입니다,1
저는 14세 여자 입니다,1
저는 유채윤입니다,1
저는 현재 외국어고등학교에 합격하여 아직 등교는 못했지만 온라인 수업으로 공부를 하고 있는 학생입니다,1
3학년이라도 열심히 하면 갈수 있겠죠,1
안녕하세요 외국에서 유학 생활을 하고 있는 한 학생입니다,1
부산에 사는 예비중1 입니다,1
미국에서 유학중인 18살 고등학생입니다,1
저는 대구에 사는 14살 ooo입니다,1
부산에 사는 14살 평범한 중학생입니다,1
그런데 제 나이가 19살입니다,1
현재 고등학교 입학을 기다리는 예비 고1입니다,1
현재 중학교에 재학중인 3학년인데요,1
예고 입시를 준비하고 있는 중학교 3학년입니다,1
저는 올해 막 고등학교에 입학한 신입생입니다,1
고등학교 다니는 고2 학생인데요,1
저는 현재 국제고 진학을 준비하고 있는 중학교 3학년입니다,1
저는 몽골에서 중학교 1학년 졸업하고 한국에와서 한국말 신력이 모자라서 중학교 1학년부터 3학년까지 공부하고 비자문제때문에 몽골 돌아왔습니다,1
제 나이가 지금 고등학교 3학년이에요,1
저는 대학 입학을 준비하고 있는 고등학교 3학년 학생입니다,1
서울 오산중학교 1학년 다니는 김인성인데요,1
2021 수능을 준비하고 있는 고등학교 3학년 수험생입니다,1
안녕하세요 저는 17살 국제고등학교 입학 예정인 학생입니다,1
이제 곧 특성화고에 진학을 앞두고 있는 예비고1입니당,1
저는 제 미래에 관심이 많은 중3 여학생입니다,1
고민 많은 학생입니다,1
저는 진로에 관심이 많은 학생입니다,1
성적은 평균정도입니다,1
내신은 2점대 중반정도 입니다,1
전교 등급은 1등굽 정도입니다,1
둘 다 5에서 6정도입니다,1
제 내신 등급은 2점대 후반입니다,1
제 성적은 중간정도입니다,1
제 내신은 총 4등급 정도입니다,1
저는 내신이 5초반대 정도 입니다,1
다만 성적이 바닥을 치고 있는 것이 문제입니다,1
저는 성적이 중위권입니다,1
저는 현재 중3이고 고등학교를 준비중입니다,1
어느 예고에 진학중인 18살 학생입니다,1
현재 저는 고등학교를 준비하고 있는 중3입니다,1
중학교때 그나마 자신있던 수학마저 고등학교에 올라가니 100점이었던 것이 3등급으로 떨어졌습니다,1
저는 중3 학생인데요,1
17살 일반고에 진학중인 여학생입니다,1
제가 한국 온지 3년 됬는데 고1일이에요,1
저는 이제16살 되는데요,1
저는 1학년 중학생 최말자라고 합니다,1
저는 일반중1학년 이라고 합니다,1
저는 이제 중학교 올라가는 이승훈이라고 합니다,1
저는 중학생 1학년 진성훈이라고 합니다,1
학는 그냥 일반중학교입니다,1
전 12살 여자 입니다,1
저는 16살 자퇴한 학생입니다,1
경기도에 사는 17살 소년입니다,1
지금 해외에서 거주하고 있는 중학생입니다,1
대구에 사는 17살 고1남자입니다,1
저는 검정고시를 본 19살 학생입니다,1
아이의 엄마 입니다,1
전 16살 입니다,1
전 대한민국에 살고있는 평범한 학생입니다,1
저는 18살 이과 학생입니다,1
부산 일반고 고2 자연이공이과 학생입니다,1
고2 인문계 학생이에요,1
그러나 저는 이과입니다,1
일반고 문과 여학생입니다,1
이과입니다,1
저는 지방쪽에 살고있는 중3학생입니다,1
안녕하세요 저는 현재 고등학교를 고민하고 있는 중3 학생입니다,1
저는 일반고 고2 문과 학생입니다,1
고2 이과생물생지입니다,1
참고로 저는 문과입니다,1
현재 상업계열의 특성화고에 재학중인 학생입니다,1
현재 문과인 고2 학생입니다,1
저는 공과계열을 희망하고 있는 학생입니다,1
저는 문과입니다,1
저는 일반 인문계고 문과 학생입니다,1
3학년 중 지금까지 제 장래희망은 판사였어요,1
저는 고등학교를 약 6개월정도 다닌 학생입니다 1학기 내신 성적은 35정도 나옵니다,1
저는 인문계가 아닌 공업중심의 학교에 1학년으로 재학중인 학생입니다,1
저는 지금 국제중학교에 다니고 있는 1학년입니다,1
초등학교에 다닐때만 해도 저의 성적은 최상위권 이었습니다,1
저는 일반고 과학중점학교에 다니고있는 평범한 일반고 1학년 고등학생입니다,1
저는 지금 토목설계과에다니고있는학생입니다,1
상담사님 저는 해외에서 국제학교를 다니고 있는 고1 여학생입니다,1
제가 지금 전주에서 학교를 다니고 있는 중학교 3학년 입니다,1
평범하게 학교를 다니고 있는 16살 남학생입니다,1
중고등학교 다닐동안 성적내신은 중위권정도였습니다,1
일반고에 다니고 있고 내신은 3등급 입니다,1
이번에 고등학생이 되어 수원에 한일반고에 들어간 17세 학생입니다,1
실제로 둘 다 9월 모고까지 치고 진도도 그 정도 나간 상태입니다,1
저는 지금 운동선수로 생활하고 있는 고2입니다,1
그런데 제 성적이 1학년 1학기때는 18이었으나 이번 시험에 의도치 않은 일로 인해 심리적 방황이 매우 심했습니다,1
전 특성화고에 재학중인 1학년 학생인데요,1
저는 입시를 준비하고 있는 고3학생입니다,1
저는 초등학교 3학년부터 지금 고1까지 운동선수로 지내왔습니다,1
저는 1학년때부터 약 4년정도 피아노를 재밌게 배웠어요,1
이번 중학교1학년은 자유학년제라서 동아리가 많아진다고 한것같은데 고르기 더 힘들어질까봐 걱정이에요,1
저는 지금까지 꽤 평범한 삶을 사는 평범한 학생이었습니다,1
저는 이제 고등학교 준비기간인 중요한 겨울방학을 보내고있는 예비고1 학생입니다,1
지금 현재 저희 2학년은 전공과목5과 교과목국사 과학 수학을 배우고 있지만 저는 수학을 중학교 때부터 포기했고 공부도 국사와 과학에는 흥미가 없습니다,1
성적은 아직 1학년이라 왔다갔다하지만 수학은 1등급 국어는 2등급 영어는 3등급 과학은 2등급이 나와서 이과를 선택했습니다,1
네 과학은 좀 나오는데 수학이 좀 안나와서요 옛날에 선생님이 과학은 과학 수학의 줄임말이라고 하셨던게 기억이 나서 좀 걱정되는건 사실입니다,1
전 수학 성적도 영어도 과학도 낮거든요,1
저는 수학 같은 공부에서는 굉장히 완벽주의적입니다,1
성적은 영어1 국어2 수학3 이렇게 나와서 딱 어디갈지도 못정하고 방황중입니다,1
내신은 1학기 중간고사는 수학 4 영어 2 국어 3 나왔다가 기말고사땐 수학 2등급 영어 2등급 국어 2였나 3 나왔습니다,1
시험 성적은 영어와 역사는 2학년떄 조금 떨어 졌으나 전과목 B이상이고 수학은 항상 A입니다,1
그리고 성적은 수학은 중상영어는 중국어는 중사회과학은 때때로 다르기 때문에 성적은 대체로 보통입니다,1
현재 코로나 떄문에 모의고사를 치진 않았지만 전 모의고사들을 풀면 영어는 1등급 국어는 12등급 수학은 12등급 정도 나오는 학생입니다,1
중1때보다 수학성적은 올라도 영어는 엄청 떨어졌구요,1
이 곳은 요즘 시험 난이도가 오르고 있다는 소문이 있던데 그래도 공부 못하고 분위기 안 좋다,1
4년이라는 시간동안 전공과목을 공부하고 시험을 준비하고 운이 나쁘다면 좋지 못한 점수를 받을 때도 있습니다,1
내신 시험도 수시까지 4번밖에 남지 않았고 수능도 1년하고 조금 남은 상황인데 내신도 그렇고 모의고사 점수도 잘 나오는 편이 아니에요,1
그래서 지금은 주변 친구들에 비해 알고있는 공부의 지식이 많이 부족한데요,1
공부에 자신있는 것은 아니지만 그래도 궁금합니다,1
과고를 진학 하려는 데 성적을 얼만큼 받아야 할까요1학기때 과학은 A나오고 수학은 B나왔는 데 나머지 예체능중에 체육하고 미술체육은 B고 음악은 A 인데,1
근데 저는 몇몇 애들과는 다르게 고1때 내신성적을 56 등급 때로 받았고요기술가정은 8고2가 되서도 학원문제와 공부방법을 제대로 안 익혀서 56등급 때에서 벗어나질 못했습니다,1
중학교 영어는 올 a 받을 수 있는 정도는 될것 같지만 이 실력으로 국제고등학교에 입학하면 아무래도 힘들지 않을까 걱정도 됩니다,1
정말 중간에서 누구 편을 들어야할지 어디 고등학교를 가는 것이 좋을지미친듯이 고민되요 저의 중학교 스펙을 간단히 요약하면 123 학년때 반장전교부회장전교회장 준비중 이며 봉사시간은 20시간만 채우면 되지만 60을 항상 거뜬히 넘었습니다,1
고등학교 와서 공부가 정말 안돼요,1
오늘 고등학교 올라와서 첫 시험을 봤는데 진짜 너무 못나와서 충격 받았어요,1
근데 2학년 되서는 공부는 진짜 더 안하고 이번엔 학원까지 다 끊었어요,1
또 고등학교 문제를 보면 중학교꺼 보다 엄청 어려워 보이고요,1
하지만 얼마 전 학교에서 처음 중간고사를 봤는데 4등급 3개 3등급 1개 2등급 2개라는 처참한 성적이 나왔습니다,1
제가 중1 중2때 놀기만하고 공부를 안해서 내신이 좋지않은편입니다,1
고등학교에 와서 모의고사에 중간고사까지 친 후 성적표를 받았는데 수학 점수가 예상보다 많이 안 나와서 심적으로 많이 힘들었습니다,1
저는 평소에 모든 과목에 두루두루 관심을 가져오던 학생입니다,1
학교에서 123등 안에 듭니다 쭉 해외에 살았지만 1학년 때 정식인증된 학교에 다니지 않아서 12년 특내가 안되는 상황입니다,1
저는 현재 자퇴하고 올해 2회 검정고시를 본 학교 밖 청소년 입니다,1
이를 뒷밭쳐줄 단적인 에로 저는현제 기술을 배우기위해 공업고등학교에 다니고 있지만 학교에서 가리치는 기술을 2년을 넘게현재3학년 배우고 있지만 1개는 기본적인 상식정도고 나머지는 기본도 이해못한 상태입니다,1
수학은 수2 까지 진도가 나 나갔고 과학에대한 많은 관심과 공부중입니다 하지만 영어부분에서 실력이 많이 약해 고민이고 유학 가려는 이유중에 하나입니다,1
또 생각해보면 남들보다 모자란것 같네요,1
넘 못해서 아마 초등학생보다 못할껄여,1
하지만 이 모의고사 점수도 고1 6월 한번일 뿐 선행도 안했고 영어도 못하고 과학도 못해서 가면 갈수록 성적이 떨어질 것이 분명합니다,1
그래서 항상 제가 정말 공부를 매우 잘한다고 생각하며 공부에 자신감을 갖고 공부를 해왔습니다,1
그렇지만 저느 공부에는 흥미라곤 1도 없어요,1
일단 제 얘기를 하자면 저는 공부에 대해 흥미가 없습니다,1
하지만 지금 고등학교에 와보니 저는 딱 평균인 것 같습니다,1
저는 중학교 때 공부는 중상위권으로 꽤 좋았습니다 하지만 고등학교에 들어오면서 확 달라졌어요,1
일반고 진학 예정이고 현재 성적은 90점대입니다저희 학교 시험 엄청 쉬워요,1
저번에 KCSL가 되고 싶다고 질문 드렸던 학생입니다발등의 불 이었어요,1
성적은 전교 35퍼 정도 됩니다,1
