글쓰기,읽고이해하기,듣고이해하기,말하기,수리력,논리적분석,창의력,범주화,기억력,공간지각력,추리력,학습전략,선택적집중력,모니터링,사람파악,행동조정,설득,협상,가르치기,서비스지향,문제해결,판단과의사결정,시간관리,재정관리,물적자원관리,인적자원관리,기술분석,기술설계,장비선정,설치,전산,품질관리분석,조작및통제,장비의유지,고장의발견.수리,작동점검,조직체계의분석및평가,정교한동작,움직임통제,반응시간과속도,신체적강인성,유연성및균형,시력,청력,knowcode
9.0,9.0,8.0,11.0,6.0,10.0,9.0,8.0,7.0,8.0,6.0,10.0,8.0,10.0,10.0,7.0,7.0,5.0,10.0,8.0,6.0,6.0,8.0,5.0,4.0,7.0,5.0,,,,7.0,4.0,4.0,,,,6.0,9.0,7.0,7.0,4.0,6.0,8.0,8.0,213001
4.0,7.0,7.0,12.0,7.0,10.0,10.0,7.0,4.0,7.0,12.0,4.0,9.0,7.0,7.0,9.0,4.0,7.0,,7.0,7.0,9.0,12.0,,,,,,,,4.0,7.0,,,,7.0,7.0,7.0,4.0,4.0,5.0,7.0,7.0,8.0,31401
6.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,817201
10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,420201
,7.0,6.0,6.0,6.0,,5.0,,6.0,6.0,,,5.0,,5.0,5.0,5.0,,,7.0,,5.0,5.0,,,,,,,,,,,4.0,5.0,4.0,,,4.0,4.0,5.0,5.0,7.0,6.0,615701
6.0,8.0,,,,8.0,7.0,10.0,4.0,,5.0,7.0,6.0,,,,,,,,9.0,5.0,,,,,5.0,,9.0,,7.0,11.0,,,,,,9.0,,,,,,,152201
7.0,,5.0,6.0,7.0,8.0,7.0,8.0,6.0,10.0,9.0,5.0,7.0,7.0,6.0,5.0,6.0,6.0,5.0,7.0,6.0,8.0,8.0,8.0,7.0,5.0,6.0,11.0,11.0,10.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,,140201
12.0,12.0,12.0,12.0,9.0,11.0,11.0,10.0,11.0,9.0,10.0,12.0,9.0,9.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,9.0,9.0,9.0,9.0,12.0,9.0,8.0,7.0,7.0,7.0,6.0,4.0,,,7.0,7.0,7.0,11.0,8.0,,9.0,9.0,304003
,,7.0,7.0,4.0,6.0,4.0,4.0,6.0,7.0,7.0,,7.0,7.0,,7.0,7.0,4.0,7.0,7.0,7.0,7.0,10.0,,,4.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,9.0,9.0,7.0,812401
,7.0,5.0,6.0,8.0,7.0,7.0,5.0,6.0,5.0,7.0,8.0,5.0,4.0,6.0,6.0,4.0,6.0,4.0,7.0,6.0,7.0,4.0,6.0,4.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,,,6.0,5.0,133201
9.0,10.0,11.0,10.0,9.0,8.0,11.0,9.0,9.0,9.0,7.0,8.0,9.0,7.0,8.0,7.0,7.0,6.0,7.0,9.0,7.0,8.0,7.0,8.0,7.0,9.0,,4.0,,4.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,6.0,5.0,9.0,7.0,7.0,8.0,7.0,25401
9.0,9.0,9.0,9.0,7.0,7.0,12.0,9.0,8.0,9.0,11.0,12.0,11.0,9.0,9.0,7.0,4.0,4.0,9.0,7.0,9.0,9.0,7.0,9.0,7.0,9.0,9.0,9.0,7.0,5.0,5.0,7.0,5.0,4.0,,,5.0,5.0,4.0,4.0,9.0,9.0,7.0,7.0,13601
,,,,,,10.0,8.0,,,,,9.0,,,,,,,8.0,,5.0,,9.0,8.0,,,9.0,9.0,9.0,4.0,8.0,8.0,9.0,8.0,9.0,,9.0,7.0,7.0,7.0,6.0,10.0,,884101
,,,,,,,,,,,,11.0,,,,,,,,,,7.0,,,,,,9.0,,,,9.0,9.0,9.0,9.0,,,,9.0,7.0,6.0,6.0,5.0,881101
4.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,,7.0,7.0,6.0,8.0,7.0,,,,7.0,5.0,6.0,8.0,6.0,6.0,8.0,5.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,9.0,7.0,,4.0,8.0,7.0,,7.0,7.0,6.0,6.0,702502
,,3.0,3.0,7.0,3.0,,5.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,,,3.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,8.0,8.0,3.0,10.0,6.0,6.0,5.0,6.0,3.0,7.0,7.0,3.0,9.0,9.0,5.0,3.0,901201
3.0,4.0,9.0,9.0,6.0,4.0,,4.0,6.0,,,5.0,6.0,4.0,7.0,7.0,4.0,7.0,9.0,9.0,9.0,7.0,6.0,9.0,7.0,6.0,9.0,6.0,7.0,4.0,4.0,7.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,4.0,6.0,7.0,4.0,3.0,812401
5.0,4.0,5.0,,,,,6.0,7.0,6.0,4.0,,5.0,3.0,,6.0,,,,4.0,4.0,6.0,4.0,,,,6.0,5.0,6.0,8.0,,4.0,5.0,7.0,7.0,7.0,,5.0,7.0,4.0,6.0,4.0,6.0,5.0,835201
4.0,5.0,5.0,4.0,,,,6.0,6.0,4.0,,,5.0,,,,,,6.0,,5.0,,4.0,,,,,,4.0,7.0,,8.0,5.0,5.0,7.0,6.0,,7.0,4.0,5.0,4.0,,7.0,4.0,817201
10.0,7.0,7.0,10.0,5.0,10.0,7.0,5.0,7.0,5.0,10.0,9.0,7.0,11.0,9.0,7.0,7.0,5.0,9.0,10.0,9.0,7.0,5.0,,7.0,5.0,9.0,9.0,7.0,7.0,10.0,10.0,5.0,5.0,4.0,7.0,5.0,5.0,5.0,5.0,7.0,,4.0,7.0,140401
7.0,7.0,8.0,7.0,9.0,9.0,9.0,8.0,7.0,9.0,9.0,9.0,7.0,9.0,8.0,10.0,10.0,10.0,9.0,6.0,11.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,10.0,10.0,10.0,9.0,11.0,10.0,10.0,9.0,9.0,9.0,9.0,835201
8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,7.0,9.0,8.0,9.0,307501
5.0,5.0,7.0,5.0,4.0,,,4.0,4.0,7.0,,,7.0,,,4.0,,,4.0,,5.0,5.0,,,,,,,6.0,5.0,,,7.0,6.0,5.0,7.0,,7.0,8.0,6.0,10.0,7.0,7.0,7.0,852401
5.0,7.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,9.0,7.0,7.0,9.0,7.0,8.0,4.0,9.0,4.0,7.0,7.0,7.0,4.0,,4.0,,,,,4.0,,,,,,,5.0,7.0,7.0,8.0,6.0,7.0,5.0,306903
,5.0,6.0,5.0,3.0,7.0,7.0,7.0,5.0,5.0,5.0,,6.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,4.0,3.0,6.0,5.0,6.0,4.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,511201
,,5.0,6.0,,,,4.0,6.0,,,,,,4.0,5.0,,,,6.0,4.0,,5.0,,,,,,,,,,,,,,,,,,,4.0,6.0,5.0,416202
,8.0,7.0,7.0,5.0,7.0,7.0,9.0,11.0,6.0,3.0,6.0,10.0,,,,,,7.0,4.0,6.0,,,,4.0,,4.0,4.0,5.0,11.0,4.0,7.0,8.0,10.0,12.0,12.0,8.0,10.0,10.0,9.0,9.0,9.0,11.0,10.0,812102
,5.0,5.0,4.0,9.0,10.0,5.0,7.0,7.0,9.0,7.0,5.0,7.0,10.0,7.0,4.0,4.0,5.0,,7.0,10.0,7.0,,5.0,4.0,5.0,9.0,8.0,7.0,7.0,8.0,5.0,9.0,,,,5.0,,,,,,,,140503
12.0,12.0,12.0,12.0,10.0,12.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0,11.0,10.0,9.0,8.0,9.0,7.0,7.0,,,,,,,,,,,6.0,,,,,,4.0,4.0,110202
4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,7.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,6.0,4.0,7.0,7.0,4.0,7.0,6.0,4.0,4.0,4.0,4.0,706001
4.0,6.0,5.0,4.0,,,10.0,7.0,8.0,11.0,8.0,6.0,9.0,9.0,8.0,6.0,,,,8.0,7.0,9.0,,,,,5.0,,,,,4.0,7.0,,,,6.0,9.0,7.0,11.0,6.0,11.0,6.0,5.0,414701
4.0,5.0,7.0,7.0,3.0,3.0,9.0,3.0,4.0,3.0,,,3.0,5.0,8.0,6.0,3.0,3.0,,7.0,3.0,3.0,5.0,,3.0,,5.0,,,,,,,,,,,5.0,4.0,3.0,4.0,4.0,7.0,6.0,420403
4.0,5.0,4.0,4.0,4.0,5.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,7.0,5.0,10.0,10.0,6.0,6.0,6.0,10.0,9.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,7.0,29202
4.0,5.0,5.0,5.0,4.0,,,4.0,5.0,7.0,6.0,7.0,5.0,,6.0,5.0,,4.0,4.0,7.0,4.0,4.0,8.0,,,,5.0,,6.0,5.0,,,5.0,4.0,5.0,4.0,,4.0,5.0,6.0,5.0,7.0,9.0,5.0,562101
9.0,10.0,12.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,10.0,10.0,5.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,7.0,12.0,7.0,9.0,7.0,7.0,5.0,5.0,9.0,7.0,,,,,,,,,,,7.0,7.0,521101
5.0,5.0,7.0,9.0,5.0,7.0,9.0,5.0,9.0,9.0,5.0,9.0,10.0,8.0,5.0,7.0,9.0,5.0,7.0,5.0,5.0,7.0,9.0,5.0,5.0,7.0,,,,,4.0,,,,,,5.0,7.0,9.0,8.0,8.0,9.0,7.0,9.0,414501
4.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,623001
4.0,7.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,9.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,307501
4.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,4.0,,6.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,6.0,9.0,8.0,8.0,7.0,,,,,5.0,4.0,,,,,4.0,,6.0,6.0,6.0,6.0,6.0,6.0,615401
7.0,6.0,8.0,9.0,7.0,7.0,8.0,5.0,7.0,6.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,9.0,8.0,6.0,7.0,7.0,5.0,8.0,10.0,9.0,7.0,8.0,8.0,6.0,9.0,8.0,7.0,8.0,8.0,5.0,6.0,5.0,,6.0,,5.0,133201
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,11.0,9.0,6.0,12.0,6.0,6.0,10.0,7.0,7.0,6.0,9.0,11.0,7.0,12.0,7.0,7.0,7.0,7.0,8.0,8.0,11.0,7.0,12.0,11.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,12.0,12.0,702502
,,,,5.0,8.0,7.0,8.0,9.0,12.0,11.0,7.0,9.0,8.0,12.0,11.0,,,6.0,3.0,6.0,8.0,9.0,,,7.0,,,,,,,,,,,,6.0,8.0,9.0,12.0,12.0,12.0,9.0,420201
8.0,9.0,8.0,9.0,10.0,10.0,6.0,8.0,8.0,,5.0,6.0,7.0,8.0,7.0,5.0,8.0,10.0,6.0,10.0,8.0,11.0,8.0,8.0,7.0,6.0,7.0,,,,4.0,,,,,,9.0,,,,,,,,31301
5.0,7.0,7.0,5.0,,,,7.0,,,,5.0,,,5.0,,,,,,9.0,5.0,,,,,,,,,5.0,,,,,,,8.0,5.0,,5.0,5.0,6.0,5.0,304003
,5.0,9.0,8.0,,9.0,9.0,7.0,9.0,9.0,5.0,10.0,9.0,9.0,7.0,9.0,8.0,6.0,9.0,5.0,5.0,7.0,9.0,5.0,,5.0,,,,,5.0,,,,,,5.0,9.0,9.0,10.0,,5.0,7.0,10.0,414501
,4.0,7.0,7.0,5.0,,6.0,,5.0,,4.0,4.0,4.0,5.0,8.0,6.0,6.0,4.0,,6.0,4.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,3.0,,,,4.0,4.0,4.0,,10.0,4.0,4.0,4.0,4.0,7.0,6.0,511101
4.0,4.0,6.0,7.0,,9.0,,9.0,,,,,,7.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,5.0,,6.0,,7.0,8.0,155501
12.0,11.0,10.0,12.0,7.0,9.0,11.0,7.0,5.0,6.0,6.0,12.0,8.0,7.0,9.0,11.0,8.0,9.0,9.0,9.0,10.0,7.0,9.0,7.0,5.0,4.0,6.0,4.0,,,4.0,,4.0,,,,4.0,6.0,5.0,4.0,4.0,,5.0,4.0,213001
7.0,6.0,5.0,7.0,,8.0,9.0,7.0,,9.0,,7.0,8.0,8.0,,,,,5.0,,8.0,7.0,6.0,,,,6.0,,,,7.0,,,,,,,,,,,,6.0,,140401
3.0,4.0,6.0,5.0,6.0,,,3.0,4.0,6.0,,,5.0,,,5.0,,,,4.0,6.0,5.0,4.0,,4.0,4.0,,,,,,5.0,4.0,,5.0,5.0,4.0,,,,,3.0,4.0,4.0,562101
7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,5.0,5.0,8.0,5.0,8.0,5.0,5.0,8.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,9.0,5.0,306501
9.0,11.0,11.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0,7.0,7.0,4.0,6.0,5.0,5.0,4.0,5.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0,6.0,6.0,13601
,4.0,8.0,10.0,4.0,4.0,10.0,7.0,10.0,10.0,,10.0,10.0,,7.0,7.0,7.0,,8.0,10.0,,,10.0,,,7.0,,,,,10.0,,,,,,,10.0,7.0,7.0,,10.0,10.0,7.0,420403
,4.0,6.0,6.0,5.0,,,5.0,7.0,7.0,,5.0,5.0,4.0,6.0,7.0,5.0,,5.0,7.0,6.0,5.0,4.0,6.0,4.0,7.0,5.0,,5.0,,,5.0,7.0,5.0,4.0,7.0,5.0,3.0,4.0,5.0,8.0,5.0,5.0,3.0,562101
8.0,9.0,9.0,8.0,8.0,9.0,7.0,5.0,8.0,8.0,7.0,6.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,222001
7.0,7.0,9.0,11.0,9.0,7.0,7.0,4.0,9.0,8.0,7.0,4.0,7.0,9.0,9.0,10.0,9.0,7.0,7.0,7.0,8.0,9.0,7.0,6.0,4.0,6.0,,,,,,7.0,,,,,,,4.0,9.0,9.0,5.0,9.0,9.0,612501
6.0,9.0,9.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,5.0,5.0,4.0,7.0,7.0,4.0,6.0,6.0,7.0,6.0,6.0,4.0,7.0,7.0,7.0,8.0,8.0,13601
9.0,9.0,10.0,10.0,10.0,9.0,7.0,9.0,5.0,4.0,8.0,8.0,11.0,5.0,8.0,12.0,4.0,5.0,4.0,7.0,6.0,5.0,7.0,,5.0,,9.0,,7.0,,12.0,12.0,9.0,5.0,6.0,6.0,7.0,9.0,10.0,7.0,7.0,5.0,8.0,8.0,306101
,,,,,,,,5.0,5.0,,,5.0,,,,,,,,5.0,,5.0,,,,,5.0,5.0,5.0,,5.0,5.0,9.0,8.0,7.0,,5.0,5.0,,7.0,,7.0,,812301
10.0,11.0,11.0,10.0,11.0,9.0,10.0,10.0,6.0,10.0,7.0,4.0,9.0,6.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,4.0,7.0,11.0,4.0,4.0,4.0,4.0,,6.0,4.0,,,,4.0,8.0,7.0,8.0,9.0,7.0,9.0,8.0,32501
4.0,4.0,4.0,6.0,4.0,,4.0,6.0,6.0,6.0,6.0,4.0,6.0,,10.0,11.0,6.0,6.0,4.0,8.0,6.0,4.0,6.0,,,,,,,,,,,,4.0,3.0,,4.0,10.0,8.0,8.0,8.0,8.0,6.0,550101
4.0,8.0,6.0,7.0,6.0,7.0,4.0,6.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,4.0,8.0,6.0,5.0,6.0,7.0,,4.0,6.0,,,,4.0,4.0,4.0,,,,4.0,,,4.0,4.0,4.0,4.0,,31301
4.0,9.0,10.0,7.0,9.0,6.0,5.0,9.0,7.0,6.0,6.0,6.0,9.0,9.0,4.0,6.0,5.0,5.0,,6.0,8.0,9.0,4.0,5.0,5.0,4.0,9.0,4.0,8.0,8.0,7.0,9.0,6.0,8.0,7.0,9.0,6.0,7.0,8.0,8.0,4.0,6.0,7.0,5.0,303002
7.0,6.0,7.0,9.0,,,,4.0,6.0,,,11.0,,7.0,7.0,5.0,4.0,,11.0,,,,10.0,,,,,,,,5.0,,,,,,,,,,,,4.0,4.0,214102
8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,9.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,615401
9.0,9.0,8.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,7.0,9.0,9.0,7.0,6.0,7.0,11.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,4.0,,,,4.0,6.0,8.0,7.0,4.0,8.0,9.0,9.0,6.0,7.0,6.0,7.0,6.0,615401
12.0,10.0,9.0,10.0,8.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,9.0,10.0,8.0,9.0,10.0,10.0,8.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,4.0,4.0,,8.0,4.0,4.0,4.0,,,8.0,4.0,,4.0,4.0,,4.0,4.0,222001
12.0,9.0,7.0,7.0,,,12.0,8.0,10.0,9.0,12.0,8.0,7.0,9.0,7.0,,8.0,,,4.0,5.0,5.0,5.0,,,,,4.0,,,7.0,6.0,4.0,,,,,8.0,7.0,6.0,,6.0,9.0,,414301
10.0,10.0,10.0,8.0,11.0,12.0,5.0,12.0,7.0,,9.0,12.0,11.0,11.0,4.0,,8.0,9.0,10.0,11.0,11.0,12.0,8.0,12.0,9.0,8.0,7.0,7.0,9.0,,8.0,6.0,,,,,4.0,,,,,,7.0,,25101
8.0,10.0,9.0,6.0,7.0,7.0,5.0,7.0,5.0,5.0,4.0,8.0,7.0,9.0,8.0,6.0,6.0,5.0,7.0,9.0,7.0,6.0,6.0,,,6.0,6.0,9.0,9.0,,9.0,7.0,,5.0,4.0,,6.0,,,,,,8.0,5.0,140205
,,,,,,,,5.0,,,,5.0,,,,,,,,5.0,,5.0,,,,5.0,,5.0,,,5.0,7.0,7.0,7.0,7.0,,5.0,5.0,5.0,7.0,,7.0,5.0,811401
4.0,4.0,5.0,8.0,5.0,6.0,4.0,5.0,7.0,4.0,5.0,7.0,4.0,4.0,7.0,5.0,4.0,6.0,7.0,4.0,7.0,5.0,7.0,4.0,7.0,4.0,8.0,7.0,8.0,5.0,4.0,9.0,6.0,7.0,6.0,6.0,7.0,10.0,9.0,8.0,7.0,7.0,10.0,5.0,863401
9.0,11.0,11.0,11.0,9.0,11.0,6.0,9.0,9.0,6.0,,9.0,11.0,9.0,,9.0,9.0,9.0,6.0,11.0,9.0,9.0,9.0,8.0,6.0,6.0,,,9.0,9.0,11.0,8.0,,,,,,,,,,,11.0,11.0,140304
10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,301401
7.0,9.0,9.0,6.0,,5.0,,7.0,7.0,5.0,6.0,5.0,,6.0,7.0,7.0,6.0,,,8.0,7.0,8.0,7.0,,,7.0,,,,,6.0,,,,,,,,,,,,5.0,6.0,29904
,,5.0,6.0,,,,,4.0,,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,416202
,,,,,,,,,5.0,,,6.0,3.0,,4.0,,,5.0,,,5.0,,,,,,,7.0,7.0,,,5.0,7.0,8.0,6.0,,8.0,7.0,5.0,7.0,8.0,9.0,,702401
6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,11.0,11.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,701401
11.0,11.0,10.0,10.0,9.0,11.0,11.0,10.0,11.0,11.0,10.0,12.0,11.0,10.0,11.0,11.0,11.0,12.0,8.0,11.0,11.0,9.0,12.0,9.0,9.0,12.0,9.0,11.0,8.0,,10.0,5.0,,,,,8.0,,,,,,4.0,,110202
10.0,9.0,8.0,10.0,9.0,11.0,9.0,8.0,7.0,9.0,7.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,6.0,5.0,7.0,10.0,9.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0,10.0,304003
,5.0,5.0,,5.0,7.0,4.0,6.0,,4.0,,4.0,5.0,4.0,4.0,6.0,,,4.0,7.0,7.0,6.0,10.0,,7.0,,6.0,7.0,7.0,5.0,4.0,,6.0,10.0,10.0,11.0,3.0,4.0,,7.0,4.0,,8.0,9.0,842201
12.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,10.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,8.0,9.0,11.0,11.0,12.0,9.0,,,8.0,10.0,12.0,11.0,12.0,11.0,9.0,10.0,8.0,11.0,9.0,211101
10.0,8.0,10.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,623002
6.0,9.0,10.0,9.0,4.0,,,4.0,8.0,8.0,6.0,4.0,8.0,,8.0,9.0,6.0,6.0,4.0,4.0,8.0,8.0,6.0,,,,10.0,9.0,9.0,8.0,,9.0,8.0,9.0,8.0,8.0,,8.0,10.0,9.0,9.0,9.0,9.0,6.0,701101
7.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,9.0,5.0,7.0,5.0,7.0,9.0,7.0,5.0,8.0,7.0,8.0,10.0,8.0,7.0,8.0,7.0,5.0,5.0,8.0,8.0,4.0,4.0,9.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,134401
,3.0,3.0,6.0,7.0,4.0,,9.0,3.0,5.0,4.0,5.0,8.0,4.0,4.0,4.0,,,4.0,4.0,5.0,6.0,7.0,5.0,5.0,6.0,5.0,5.0,9.0,3.0,3.0,10.0,7.0,8.0,7.0,8.0,3.0,9.0,7.0,5.0,9.0,8.0,5.0,3.0,901201
9.0,10.0,11.0,11.0,5.0,10.0,9.0,7.0,10.0,5.0,7.0,9.0,7.0,9.0,9.0,7.0,7.0,7.0,6.0,8.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,8.0,9.0,7.0,6.0,8.0,6.0,,,,,,,5.0,,,8.0,7.0,231201
4.0,7.0,11.0,7.0,11.0,11.0,10.0,10.0,10.0,11.0,10.0,7.0,10.0,9.0,9.0,8.0,9.0,9.0,4.0,9.0,11.0,10.0,7.0,,,4.0,,,,,5.0,,,,,,4.0,,,7.0,7.0,4.0,10.0,7.0,31101
6.0,10.0,10.0,10.0,9.0,6.0,4.0,7.0,8.0,8.0,10.0,8.0,9.0,6.0,10.0,10.0,9.0,10.0,4.0,11.0,8.0,6.0,10.0,8.0,8.0,10.0,8.0,,10.0,11.0,10.0,6.0,10.0,6.0,8.0,8.0,8.0,4.0,,9.0,9.0,6.0,10.0,9.0,512201
9.0,9.0,11.0,10.0,7.0,7.0,4.0,7.0,5.0,6.0,,6.0,11.0,7.0,7.0,9.0,11.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,7.0,,12.0,,,,,,,,,,,7.0,7.0,6.0,32201
5.0,6.0,4.0,,7.0,7.0,7.0,5.0,5.0,,7.0,5.0,,,,,,,,,5.0,4.0,5.0,,,,7.0,7.0,4.0,4.0,5.0,9.0,6.0,4.0,4.0,5.0,,5.0,,,,,,,153102
,4.0,7.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,4.0,10.0,7.0,7.0,4.0,4.0,7.0,4.0,7.0,7.0,10.0,10.0,4.0,7.0,4.0,,,7.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,882101
