,0,result
255,그래서 저는 마약을 연구하는 것을 주로 하지만 학생들에게 마약에 대해 교육을 해주고 싶습니다 마약은 중독성 등 때문에 주로 교육하지만 마약의 역사 뉴스 속 나오는 마약 등에 대해서도 교육해야 한다고 생각합니다 저 또한 며칠간 관련된 직업이 있나 비슷한 직업이 있나 찾아봤지만 여기에 도움을 청합니다,8
256,제가 하고 싶은 일이 아니더라도 마약 관련 직업이라도 알고 싶습니다하고 싶은 일이 명확하게 정해져 있지만 제가 하고 싶은 일을 하기 위해서 앞으로 무엇을 공부하고 어디로 진학해야 할지 하나도 모르겠습니다,7
257,제가 갈 길이 나무가 자라 갈 수 없는 길이 아닌 고운 모래가 깔린 길이 되었으면 좋겠습니다,14
258,안녕하세요,4
259,겨울방학을 기회로 진로탐색중인 이제 곧 중학교 3학년 올라가는 학생입니다,19
260,저는 중학교 1학년 때 부터 교사나 학원 강사 같은 교육분야 쪽으로 관심과 흥미를 갖고있었어요,19
261,누군가에게 제가 공부하고 알아내서 이해한 지식을 알려주고 이해시키는것에 재미를 느꼈고 보람있다는 생각이 들어서 그 쪽 분야에 관심을 갖게 되었습니다,14
262,그런데 학교에서 진로상담을 했는데 제 성격과 성향이 다양하고 많은 사람을 만나는 것에 스트레스 받는다는 것을 알게되었습니다,13
263,그래서 진로선생님께서는 저에게 많은 사람을 만나는 교사나 강사라는 직업은 좀 고민해보는게 좋겠다고 조언해주셨어요,13
264,생각해보니 맞는것 같았아요 나가서 친구들이랑 놀러다니거나 사람 많은 장소에 가는 것보다는 집에서 혼자 보내는 시간을 즐기고 선호하거든요,14
265,그런데 또 한편으로는 사람들과는 잘 어울리기는 편이기 때문에 괜찮지 않을까 라는 생각도 들었습니다,14
266,또 진로선생님께서 조언해주실 때 선생님께서도 저와 똑같은 성격이었는데 국어교사가 되셨고 그래서 일하면서 행복하지 않고 힘들었다는 경험을 이야기 해 주셨습니다,0
267,그래서 훨씬 고민하게 되었어요,15
268,아무리 제가 교육에 관심이 있어도 그 일을 하면서 행복하지않으면 소용이 있나 싶거든요,8
269,하지만 제가 가르치는 사람이되었다고 정말 행복을 보장받을 수 없는지는 확실하지 않기 때문에 아직 그 꿈을 접지는 못했어요,13
270,누군가를 가르쳐주고싶다는 열망이 마음속에있습니다,16
271,저는 어떻게 해야할까요,12
272,제 성격에 딱 맞는 직업을 다시 탐색해봐야할까요 아니면 지금 하고싶다고 느끼는 직업으로 제 진로를 정해야할까요,18
273,제 선택을도와주세요,2
274,안녕하세요,4
275,진로를 찾고 있는 예비고1 입니다,3
276,제가 상담신청을 하게 된 계기는 하고 싶은 건 있지만 직업을 뭐해야 될지 모르겠어요,7
277,일단 제가 관심가지고 있는 분야는 토론이예요 ,2
278,초등학생 때부터 발표하기  ppt 만들기  토론 하기를 좋아했었고 반응도 좋았으며 저는 대화하는 것을 너무 좋아하고 의견 나누기 주제에 대한 생각 나누기 등등 함께하는 것들을 좋아합니다,11
279,이런 쪽에 직업을 알아보 싶은데 ,1
280,요 뭐가 있는지 모르겠어요,18
281,그리고 예전부터 드라마를 많이 봐왔고 항상 드라마엔 회사 장면이 빠질수 없죠,6
282,이런 회사 장면들을 보다가 문득 회사에 다니고 싶어졌는데요,14
283,약간 회사에 대한 로망이 있달까 ,16
284,특히 회사안 로맨스나 그런 느낌 때문에 회사에 가고 싶기도 하구,8
285,너무 모르겠고 고민입니당,17
286,제가 일본어를 재미있어하고 잘해서 일어일문학과로 진로를 정했는데요,11
287,그래서 사촌언니가 하는 일을 보고 언니가 만든 책을 받아보고 사서 읽어보니 책을 만드는일을 하고 싶어서 출판편집자로 진로를 정했는데 이번에 생각을 해보니 1박2일과 같은 예능프로그램을 본방사수 할 정도로 티비를 좋아하고 예능을 좋아해서 예능 프로그램을 만드는 것에 참여하면서 프로그램을 만들어가는 것은 어떨까하는 생각이 들었고 연말에 연예대상을 볼때마다 출연자들이 작가와 피디들의 이름을 호명하면서 고맙다고 말하는 부분에 내이름이 불려봤으면 하는 생각에 방송작가를 새로운 진로로 희망하게 되었어요,0
288,상담내용을 적다보니 뭔가 내 진로가 막연하게 생각하는 것은 아닌가 하는 생각도 들게 되어서 상담을 신청하게 되었어요,7
289,그리고 출판편집자와 방송작가 둘 다 야근을 할 때가 많고 창의력을 요구하는 직업이면서 한팀이 같이 일한다는 사실도 알고 있고 두 직업의 힘든 점을 자세히는 몰라도 어느정도는 알고 있어서 포기할까도 생각해봤는데 저는 방송이나 출판계열이 아니면 안될거 같더라구요,8
290,일어일문학과를 지망하는 제가 방송작가와 출판편집자중에 어떤 것을 선택해야 할까요,11
291,그리고 일어일문학과를 들어간 후 2학년때 방송과 관련된 학과를 복수전공해도 방송작가를 준비하는데 문제가 없겠죠,2
292,이번 2023수능을 보게 된 예비고3으로서 방학동안 명확하게 정하고 싶어서 상담글을 올립니다,2
293,안녕하세요,4
294,이제 곧 고등학교에 입학할 학생입니다,10
295,저는 중학생시절에 그리 진로에 대해서 아니 그냥 저의 관심사나 흥미 그런것을 잘 고민하지않고 생활해왔습니다,13
296,사실 지금도 그리 잘 생각하지않죠,7
297,그러다 보니 정말로 내가 뭘 좋아하는지 내가 잘 하는 것은 무엇인지 알기가 어렵더라고요,18
298,이렇게 그냥 고등학교에 들어가서도 그대로라,9
299,면 음그래서 고등학교 가서라도 어떻게 해야 나의 적성이나 흥미분야 관심사들을 알아갈수있을까 하는게 저의 상담질문입니다,18
300,다양한 프로그램을 체험하는 것은 고등학교에서 접할수 있을텐데그런것 말고 제가 어떤자세를 지녀야 한다는지 어떻게 생각을 해봐야한다든지 이러한 해결법이 필요합니당,0
301,안녕하세요 최근 의류학과에 관심이 생긴 예비고1 입니다,19
302,제가 찾아보니 의류학과가 비실기로 갈 수 있다는데 어떻게 갈 수 있나요,13
303,3D 모델러 와 관련된 직업과 어떤쪽을 공부하면 좋은지 알고 싶어요,17
304,저는 주로 캐릭터나 애니에 관심이 있어요,9
305,제가 중학교사가 되어서 체육교사가 되고 싶은데 체육교육과를 나오라고 하더라구요,8
306,수시전형이면서 실기를 안보는 서울내에 대학교가 어디서는 중앙대만 실기를 보지않는다고 하고 또 어디는 다 안봐도 된다고 하고 헷갈려서 수시전형이면서 실기를 안보는 서울내에 대학교가 어디인지 알려주셨으면 좋겠습니다,8
307,이제 중2가 되는 학생인데 원래 일반고를 갈려했지만 성적이 좋게 나와서 친구들이 특목고를 가보는건 어떠냐고 물어봅니다,2
308,후보가 2갠데 어느 고등학교를 가야할까요1일반고과학중점반있어서 세특쓰인다고 들었어요,9
309,2국제고과학영재고기숙사 있어요,4
310,두 학교 다 거리는 비슷해요,2
311,제가 회계나 경영경제 학과를 수시학종이나 교과로 가고 싶은데 어디로 가는게 좋을까요,14
312,저번에 상담으로 어느정도 답을 주시긴했습니다,11
313,만 저는 악기를 가지고 작곡하는 일도 하고 싶고 학생들도 가르치고 싶은데 작곡과로 가서 학생들을 가르치는 일을 못하게 되는데 부전공을 만들어야할까요,10
314,참고로 저는 과외나 강사로 학생들을 가르치고 싶다는 것입니다,19
315,안녕하세요,4
316,저는 이제 예비 고3이 되는 학생입니다,3
317,저는 1학년 2학년 1 학기를 열심히 마무리 하면서 막상 걱정이 되길래 2학년 2 학기부터 매우 열심히 했습니다 학교에서 하는 모든 생기부 기재 활동부스 활동 과세특 등 봉사 활동현재까지 45시간독서현재 개수로는 33권 정도출석도 질병 결석5번과 무단 결석6번정도 각종 자격증 취득 노력 평소 수행 평가나 시험도 매우 열심히 했습니다,9
318,그러다가 2학년 마무리 성적이 나오게 되어서 진학사에 성적을 입력했더니 지금 내신이 507 등급이라고 하네요,2
319,그래도 지금은 저의 꿈인 실용 음악을 포기하지 않고 최선을 다해 노력하고 있습니다,8
320,그러나 3학년 때 열심히 더 노력한다 해도 제 자신이 원하는 학과에 들어갈 수 있을지 걱정이 되네요,10
321,미래 나의 진로에 대해 고민이다,17
322,문이과 통합세대이기 때문에 교차지원이라는 말을 굳이 쓸 필요는 없지만 편의상 이용했습니다,6
323,평소 수학 과학적 사고 컴퓨터 분야에 대해 관심이 많아 강점인 영어를 살려서 원서를 찾아보며 개인적으로 공부합니다,2
324,컴공쪽으로 대학 진학을 생각하고 있어 교차지원의 사례를 찾아봤는데 학생부 교과의 사례도 조금 적은 것 같고 학종사례는 아예 없는 것 같아서 질문 드립니다,14
325,1 학생부 종합전형으로 문과생이 교차지원하게 된다면 이과학생의 생기부에 비해 경쟁력이 없을 것 같은데 어떻게 생각하시나요 ,2
326,2 학생부 교과전형으로 지원시 더 많이 이수한 사회과목보다 과학 과목을 중점으로 보고 평가하나요 ,9
327,아니라면 문과에서 이과로 교차지원 한 것이기 때문에 사회과목만을 가지고 평가하나요 3 12학년때 학교공부를 소홀히해 전체 내신 평균이 37이고 강원대를 목표로 하고있는데성적은 3학년때 더 올릴예정 3점대 중반까지 맞추면 지원시 안정권인가요 ,9
328,안녕하세요,4
329,저는 고1때부터 교육과라는 꿈을 가졌습니다고1 때 역사교육과에서 사회교육과로 바뀌다가 고2 1학기 초반때 지리교육과지리 배우지도 않고 지리교육과를 꿈꾸는 바보 2학기 들어서서는 바로 담임쌤이 가르쳐주는 일본어를 더욱 열심히 공부해서 일어교육과를 꿈꾸고 있었습니다,9
330,지금은 19살 여전히 일어교육과로 목표를 잡았습니다,9
331,사촌 누나 형들은 지방대라도 합격해서 부러워요,6
332,저희반에도 교육과를 가고싶다는 애들이 몇몇 있습니다,9
333,근데 저는 몇몇 애들과는 다르게 고1때 내신성적을 56 등급 때로 받았고요기술가정은 8고2가 되서도 학원문제와 공부방법을 제대로 안 익혀서 56등급 때에서 벗어나질 못했습니다,9
334,2학기 내신도 화작6 수학 6 확통 5 다른 사탐과목도 다 5 입니다,19
335,유일하게 일본어는 3입니다기말때 물론 만점을 받아서 2정도는 예상했지만 말하기 수행을 실수해서 3이 나왔고 중간고사도 실수를 해서 80점을 맞고 나서 3이 나온걸로 추정됩니다,8
336,여기서 가장 중요한건 이러한 엉망의 성적을 통해서 수시로 일어교육과를 지원 할 수 있을까요담임쌤하고 상담도 해봤지만 특히 수시는 버리지 말라고 하더라고요,8
337,수능이 어떻게 될지 모르니까 수시는 3학년 되서도 챙겨라 이런말을 하시더라고요,10
338,물론 맞는 말이지만 고1 고2때 성적을 다 망쳤는데 고3때 1학기때 성적 완전 올린다고 수시 붙을리가 없잖아요고3 2학기는 대부분 내신을 챙기지않고 수능을 보거나 수시 합격 결과를 기다리기만 할텐데게다가 교육동아리라는 곳에서 저는 고2때 활동을 해왔습니다,19
339,아 고1때는 역사교육과라고 잡아놔서 역사와 관련된 동아리를 했습니다교육동아리는 아니였음현재 독서도 일본어 관련된 것도 하고 여러 과목 책도 읽고 세특도 국어와 일어를 융합해서 보고서도 제출했고요,8
340,영어는 일본과 미국의 관광 영향 그런 뉴스를 스크랩해서 보고서도 냈고요,0
341,근데 고1때는 한국사역사 관련된 공동교육과정 수업을 듣고 모둠원과 협동해서 책을 제작하는 활동도 했지만 지금 생각하는 학과와 연관은 별로 없어서 약간 걱정 중이기도 해요전 제가 아는 지식 배웠던 지식으로 남들에게 알려주는 걸 좋아합니다,8
342,애들이 제가 알려준 내용을 듣고 이해하는 반응을 보고 그걸 다른 상황이나 자신의 공부를 하는데 도움이 되는 모습을 보기 좋고 저에게도 만족감이 느껴져서 칠판에다나 책에다가 이것저것 알려주는 걸 커서도 하고싶어요,0
