,0,1,index,result,dbs1,result2,dbs2,result3,dbs3,result4,dbs4,result5,dbs5,result6,dbs6,result7,dbs7,result8,dbs8,result9,dbs9,result10,dbs10
517,너무 한심하고 공부도 운동도 이제는 믿을게 없는거 같아서 상담 받고싶어요,"['한심하다', '공부', '운동', '이제', '믿다', '없다', '상담', '받다']",519,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,7,7,,
522,그런데 제가 알고있는정보나 지식으로는 한계나 그런것이 많아서 여기에 올려보아요대형트레일러쪽 운송업으로 진로방향을 갈려면 앞으로 어떻게 해야하고어떠한 과정들을 거처야할지 궁금합니다,"['알다', '정보', '지식', '한계', '많다', '올리다', '보아', '대형', '트레일러', '쪽', '운송업', '진로', '방향', '갈리다', '앞', '어떻다', '하다', '어떠하다', '과정', '거처', '야하다', '궁금하다']",524,0,0,-1,0,0,0,0,0,0,0,0,0,22,22,,,,,,
524,안녕하세요,['안녕하다'],526,1,1,,,,,,,,,,,,,,,,,,
525,이제 막 고2가 되는 예비고2입니다,"['이제', '막', '고', '가다', '되다', '예비', '이다']",527,0,0,-1,0,5,5,,,,,,,,,,,,,,
531,안녕하세요,['안녕하다'],533,1,1,,,,,,,,,,,,,,,,,,
536,제가 한국 온지 3년 됬는데 고1일이에요,"['한국', '온', '되다', '고']",538,0,0,-1,0,-1,0,35,35,,,,,,,,,,,,
543,안녕하세요 고1 학생입니다,"['안녕하다', '고', '학생', '이다']",545,0,0,9,5,,,,,,,,,,,,,,,,
544,이제 곧 고2입니다,"['이제', '고', '이다']",546,0,0,-1,0,1,1,,,,,,,,,,,,,,
546,대학교 못갈거 같아서요 제가 가고 싶은 대학교는 승무원학과 에요,"['대학교', '갈다', '가다', '싶다', '대학교', '승무원', '학과']",548,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,47,47,,
567,안녕하세요,['안녕하다'],569,1,1,,,,,,,,,,,,,,,,,,
575,안녕하세요,['안녕하다'],577,1,1,,,,,,,,,,,,,,,,,,
581,최근에 학교 생기부 관련으로 꿈을 적어오라는 선생님의 요구과제때문에 고민이 더 심화되었습니다,"['최근', '학교', '생', '기부', '관련', '꿈', '적다', '선생님', '요구', '때문', '고민', '더', '심화', '되어다']",583,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,6,6,,
586,저는 평범한 인문계 고등학교를 다니는 학생입니다,"['평범하다', '인문', '고등학교', '다니다', '학생', '이다']",588,0,0,-1,0,1,1,,,,,,,,,,,,,,
588,이제 슬슬 진로를 정할 때이고 주변 친구들은 하나 둘 진로를 정해가는데 저만 아직 아무것도 못하고 있는 것 같아서 마음이 쓰여요,"['이제', '슬슬', '진로', '정', '하다', '주변', '친구', '진로', '정', '하다', '못', '마음', '쓰이다']",590,0,0,-1,0,0,0,0,0,0,0,0,0,16,16,,,,,,
590,문과에서 간호학과가 가고 싶은데 이 성적으로 갈 수 있을지도 모르겠고 대학을 가더라도 4년제는 가야,"['문과', '간호', '학과', '가다', '싶다', '성적', '갈다', '수', '모르다', '대학', '가다', '가야']",592,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,3,3,,
599,안녕하세요,['안녕하다'],601,1,1,,,,,,,,,,,,,,,,,,
600,제가 지금 10학년 고 1인데 아직 진로를 결정하지 못해서 11학년 12학년 때 하는 과목 선택을 어떻게 해야할지 엄청 고민하고 있습니다,"['지금', '학년', '고', '진로', '결정', '하다', '하다', '학년', '학년', '하다', '과목', '선택', '어떻다', '하다', '하다', '고민']",602,0,0,-1,0,6,6,,,,,,,,,,,,,,
605,또 이런 거에 대해 알아보다가 국제기구에 들어가려면 국제학과 같은 과는 있는 걸로 아는데 그럼 이 과에 가서 국제기구에 들어가면 무슨 일을 하게 되는건가요,"['이렇다', '거', '대해', '알아보다', '국제', '기구', '들어가다', '국제', '학과', '걸', '알다', '그렇다', '가다', '국제', '기구', '들어가다', '하다', '되다', '가요']",607,0,0,-1,0,7,7,,,,,,,,,,,,,,
608,외교관도 관심이 있는데 외교관이 되려면 어느 과를 나와야 되나요,"['외교관', '관심', '외교관', '되다', '나오다', '되다']",610,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,15,15,,
612,안녕하세요,['안녕하다'],614,1,1,,,,,,,,,,,,,,,,,,
613,평범한 고등학교 2학년입니다,"['평범하다', '고등학교', '학년', '이다']",615,0,0,-1,0,1,1,,,,,,,,,,,,,,
617,이제와서 진로를 바꾸기도 애매하고 미술학원을 제대로 다녀본 적도 배운 적도 없는데 지금까지 쌓아둔 걸 버리고 뛰어들기엔 잃을 게 너무 많지 않나 생각도 듭니다 지원해주시는 부모님께도 너무 미안하고 애초에 지원해줄 수 있는 경제력이 충분한 것 같지도 않아요,"['이제', '서다', '진로', '바꾸다', '애매하다', '미술', '학원', '제대로', '다니다', '보다', '적도', '배우다', '적도', '없다', '지금', '쌓다', '두다', '걸', '버리다', '뛰어들다', '기', '잃다', '게', '많다', '않다', '생각', '듭니', '지원', '해주다', '부모님', '도', '미안하다', '애초', '지원', '해주다', '수', '경제력', '충분하다', '않다']",619,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,7,7,,
620,어떻게 해야할까요,"['어떻다', '하다', '하다', '요']",622,0,0,7,4,,,,,,,,,,,,,,,,
621,안녕하세요,['안녕하다'],623,1,1,,,,,,,,,,,,,,,,,,
622,저는 중학교 영어 교사가 꿈인 중1 학생입니다,"['중학교', '영어', '교사', '꿈', '중', '학생', '이다']",624,0,0,-1,0,-1,0,14,14,,,,,,,,,,,,
629,아니면 내 스스로 공부 방법을 찾기 위해선 어떻게 해야하나요,"['아니다', '내', '스스로', '공부', '방법', '찾기', '위해', '선', '어떻다', '하다']",631,0,0,-1,0,0,0,0,0,0,0,0,0,21,21,,,,,,
630,저는 각종 암이나 바이러스들을 연구하고 백신 등을 만드는 것이 꿈인데 어느 학과이고 어떤 직업인지를 모르겠어요,"['암', '바이러스', '연구', '백신', '만들다', '꿈', '학과', '어떻다', '직업', '인지', '모르다']",632,0,0,-1,0,15,15,,,,,,,,,,,,,,
638,교육 쪽으로 진로를 정하고 싶은데 확실하게 정하지 못함,"['교육', '쪽', '진로', '정', '싶다', '확실하다', '정', '하다', '하다']",640,0,0,-1,0,0,0,0,0,0,0,0,0,29,29,,,,,,
640,지방에 있는 학교에 다니고 있는 학생입니다 ,"['지방', '학교', '다니다', '학생', '이다']",642,0,0,-1,0,1,1,,,,,,,,,,,,,,
657,일반적인 조리사나 파티시에같은 직업도 좋지만 조금 더 전문성이있는 직업을 가지고 싶은데 정보가 부족하여 질문드려요,"['일반', '조리사', '파티', '시', '직업', '좋다', '더', '전문성', '직업', '가지', '싶다', '정보', '부족하다', '질문', '드리다']",659,0,0,-1,0,22,22,,,,,,,,,,,,,,
658,식품과 조리 관련한 직업 등으로는 무엇이 있을까요영양사 제외한 미래 발전 가능성 등이 높은 직업군 위주현재 분자요리에 관심이 많아요,"['식품', '조리', '관련', '직업', '영양사', '제외', '미래', '발전', '가능성', '높다', '직업', '위주', '현재', '분자요리', '관심', '많다']",660,0,0,-1,0,-1,0,0,0,-1,0,4,4,,,,,,,,
660,부탁드려요,['부탁드리다'],662,6,3,,,,,,,,,,,,,,,,,,
668,어떤 노력을 기울여야할지 나의 적성에 맞는 진로는 무엇인지 알고 싶습니다,"['어떻다', '노력', '기울이다', '야하다', '적성', '맞다', '진로', '알', '싶다']",670,0,0,-1,0,-1,0,0,0,-1,0,5,5,,,,,,,,
671,일반적인 조리사나 파티시에같은 직업도 좋지만 조금 더 전문성이있는 직업을 가지고 싶은데 정보가 부족하여 질문드려요,"['일반', '조리사', '파티', '시', '직업', '좋다', '더', '전문성', '직업', '가지', '싶다', '정보', '부족하다', '질문', '드리다']",673,0,0,-1,0,22,22,,,,,,,,,,,,,,
672,식품과 조리 관련한 직업 등으로는 무엇이 있을까요영양사 제외한 미래 발전 가능성 등이 높은 직업군 위주현재 분자요리에 관심이 많아요,"['식품', '조리', '관련', '직업', '영양사', '제외', '미래', '발전', '가능성', '높다', '직업', '위주', '현재', '분자요리', '관심', '많다']",674,0,0,-1,0,-1,0,0,0,-1,0,4,4,,,,,,,,
674,나에게 맞는 진로 탐색,"['맞다', '진로', '탐색']",676,0,0,-1,0,-1,0,4,4,,,,,,,,,,,,
686,저는 중학교 교사가 꿈입니다,"['중학교', '교사', '꿈', '이다']",688,0,0,-1,0,20,20,,,,,,,,,,,,,,
688,저는 잘하는게 없어요,"['하다', '없다']",690,0,0,10,6,,,,,,,,,,,,,,,,
690,구체적인 직업이나 학과가 아니어도 되니 저에게 맞는 분야를 찾고 싶어요,"['구체', '직업', '학과', '아니다', '되다', '맞다', '분야', '찾다', '싶다']",692,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,8,8,,
691,안녕하세요,['안녕하다'],693,1,1,,,,,,,,,,,,,,,,,,
701,제가 이 관심사는 최근에 생겨서 아는 직업은 문화마케터 정도로 별로 없습니다,"['관심사', '최근', '생기다', '알다', '직업', '문화', '마케터', '정도', '별로', '없다']",703,0,0,-1,0,-1,0,0,0,-1,0,4,4,,,,,,,,
717,저는 임상심리사가 되고싶어요,"['임상심리사', '되다']",720,0,0,-1,0,8,8,,,,,,,,,,,,,,
723,안녕하세요,['안녕하다'],727,1,1,,,,,,,,,,,,,,,,,,
724,현재 고등학교 1학년 학생입니다,"['현재', '고등학교', '학년', '학생', '이다']",728,0,0,11,5,,,,,,,,,,,,,,,,
726,어렸을 때부터 문이과 예체능에 조금씩 다 관심이 있었기 때문에 이런 언어적인 소통 능력이나 예술로 표현할 수 있는 재능을 심리치료에 반영하면 좋을 것같다는 생각이 들었습니다,"['어리다', '문이과', '예체능', '관심', '때문', '이렇다', '언어', '소통', '능력', '예술', '표현', '하다', '수', '재능', '심리치료', '반영', '하다', '좋다', '생각', '들다']",730,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
728,또 정신건강의학과에 대한 다른 치료 직업이나 봉사 직업을 다양하게 많이 알려주셨으면 좋겠습니다,"['정신건강', '의학과', '대한', '치료', '직업', '봉사', '직업', '다양하다', '알다', '좋다']",732,0,0,-1,0,-1,0,0,0,-1,0,6,6,,,,,,,,
735,안녕하세요 저는 중학교 2학년 학생입니다,"['안녕하다', '중학교', '학년', '학생', '이다']",739,0,0,12,5,,,,,,,,,,,,,,,,
740,알레르기라고 해도 사실인지 모르겠어요,"['알레르기', '해도', '사실', '모르다']",744,0,0,-1,0,-1,0,5,5,,,,,,,,,,,,
744,그런 상황에서 아버지는 어쩔 수 없다면서 그세 잊어버렸어요,"['그렇다', '상황', '아버지', '수', '없다', '세', '잊어버리다']",748,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,22,22,,
748,이게 너무 고민입니다,"['고민', '이다']",752,0,0,4,3,,,,,,,,,,,,,,,,
750,앞으로 공부가 매우 힘들어지는 것은 알지만 저의 가족 환경을 위해서라도 지금 일본에 가는 것이 맞을까요,"['앞', '공부', '매우', '힘들다', '알', '가족', '환경', '위', '하다', '지금', '일본', '가다', '맞다']",754,0,0,-1,0,0,0,0,0,0,0,0,0,3,3,,,,,,
754,제가 일본으로 가면 공부를 다시해서 고등학교 수업에 따라갈 수 있을까요,"['일본', '가면', '공부', '다시', '하다', '고등학교', '수업', '따라가다', '수']",758,0,0,-1,0,0,0,0,0,0,0,0,0,15,15,,,,,,
760,저는 초등학교 3학년 때 한국에 와서 이와 비슷한 경험을 했었는데요,"['초등학교', '학년', '한국', '오다', '경험', '하다']",764,0,0,-1,0,34,34,,,,,,,,,,,,,,
770,국제고 진학을 포기하고 그냥 조금 안좋은 일반고로 진학해서 기술을 배우는 것이 나을까요,"['국제고', '진학', '포기', '그냥', '안좋다', '일반', '진학', '하다', '기술', '배우다', '나다']",774,0,0,-1,0,0,0,0,0,26,26,,,,,,,,,,
773,국제정치에대해서는 잘은 모르지만 재미를 느끼고있는데 컴퓨터에 대해서도 재미를 많이 느낍니다컴퓨터를 남들보다 좀 더 잘 다루고 친구들이 모르는게 있으면 저한테 물어보곤합니다,"['국제', '정치', '대해', '서다', '자다', '모르다', '재미', '느끼다', '컴퓨터', '대해', '서도', '재미', '느끼다', '컴퓨터', '남', '더', '자다', '다루다', '친구', '모르다', '물어보다', '하다']",777,0,0,-1,0,35,35,,,,,,,,,,,,,,
775,이게 고민입니다,"['고민', '이다']",779,0,0,4,3,,,,,,,,,,,,,,,,
778,어떻게 해야할까요,"['어떻다', '하다', '하다', '요']",782,0,0,7,4,,,,,,,,,,,,,,,,
785,사회에 관심이 많고 계획짜는 것을 좋아하고 활동적이고 누군가를 서포트 해주는 것을 잘 하는데 먼저 사회학과를 고민해보았을 때 취업이 문제였습니다,"['사회', '관심', '많다', '계획', '짜다', '좋아하다', '활동', '누군가', '포트', '해주다', '자다', '하다', '먼저', '사회학', '고민', '해보다', '취업', '문제', '이다']",789,0,0,-1,0,0,0,0,0,0,0,0,0,11,11,,,,,,
805,안녕하세요,['안녕하다'],809,1,1,,,,,,,,,,,,,,,,,,
808,수학학원은 과고 제 꿈을 위해서 정말 중요하다 생각해 잘 못해도 열심히 따라가는 편인데 영어가 문제가 되었습니다,"['수학학원', '과고', '꿈', '위해', '정말', '중요하다', '생각', '하다', '자다', '하다', '따라가다', '편', '영어', '문제', '되어다']",812,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,13,13,,,,
817,저희 영어학원에서 문법진도는 다 끝이 나서 단어와 독해를 중심적으로 하고 있습니다,"['영어학원', '문법', '진도', '끝', '나서다', '단어', '독해', '중심', '하다']",821,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,24,24,,
818,그래서 제가 생각한것은 단어야,"['생각', '단어']",822,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,25,25
822,저도 고민을 좀 해봤습니다,"['고민', '해봤다']",826,0,0,-1,0,-1,0,6,6,,,,,,,,,,,,
842,안녕하세요,['안녕하다'],846,1,1,,,,,,,,,,,,,,,,,,
849,안녕하세요,['안녕하다'],853,1,1,,,,,,,,,,,,,,,,,,
850,08년생 여학생입니다,"['여학생', '이다']",854,0,0,-1,0,1,1,,,,,,,,,,,,,,
857,저는 요리사가 되고싶습니다,"['요리사', '되다']",861,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,9,9,,
859,어떻게 해야될까요,"['어떻다', '하다', '되다', '요']",863,0,0,13,4,,,,,,,,,,,,,,,,
860,안녕하세요,['안녕하다'],864,1,1,,,,,,,,,,,,,,,,,,
861,저는 18살 이과 학생입니다,"['살', '이과', '학생', '이다']",865,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,4,4
873,현재 중3입니다,"['현재', '중', '이다']",877,0,0,-1,0,1,1,,,,,,,,,,,,,,
880,다양한 길이 있다고 들었습니다,"['다양하다', '길이', '들다']",884,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,29,29,,
886,안녕하세요,['안녕하다'],890,1,1,,,,,,,,,,,,,,,,,,
887,15살 중2 남학생입니다,"['살', '중', '남학생', '이다']",891,0,0,-1,0,1,1,,,,,,,,,,,,,,
890,제가 지금까지 시험 평균이 60점대라서 인문계고 커트라인에 들어간다고 해도 저는 공부를 잘하지도 않아서 인문계고에 가서 싹다 9등급 나올거 같고 제가 관심있는 영상고에서는 진짜 제가 잘하고 관심있는것만 하거든요,"['지금', '시험', '평균', '점', '인문', '커트라인', '들어가다', '해도', '공부', '하다', '않다', '인문', '계고', '가다', '싹', '나오다', '관심', '영상고', '진짜', '하다', '관심', '거들다']",894,0,0,-1,0,0,0,0,0,0,0,0,0,3,3,,,,,,
891,근데 저는 대학가서 cc도 해보고 싶기도 한데 이 대학이라는걸 안나오면 왠지 부모님 욕먹이는거 같아서 제가 관심있는 그 영상고에 가는건 좀 죄송하다는 생각이 들어요,"['대학가', '도', '해보다', '싶다', '대학', '는걸', '나오다', '부모님', '욕먹다', '관심', '영상고', '가다', '죄송하다', '생각', '들다']",895,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,5,5
897,안녕하세요,['안녕하다'],901,1,1,,,,,,,,,,,,,,,,,,
906,안녕하세요,['안녕하다'],910,1,1,,,,,,,,,,,,,,,,,,
907,저는 중1 학생 입니다,"['중', '학생', '이다']",911,0,0,14,5,,,,,,,,,,,,,,,,
913,저희 학교 선배들보면 거의 최저를 못 맞쳐서 못 가는 경우가 많다고 들었어요,"['학교', '선배', '들보', '최저', '못', '맞다', '치다', '못', '가다', '경우', '많다', '들다']",917,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,50,50,,
915,저에게 맞는 진로를 찾고 싶어요,"['맞다', '진로', '찾다', '싶다']",919,0,0,-1,0,9,9,,,,,,,,,,,,,,
931,목표대학은 아주대 문화콘텐츠학과 높이 보면 건국대 문화콘텐츠학과까지 생각중이에요,"['목표', '대학', '아주대', '문화', '콘텐츠', '학과', '높이', '보다', '건국대', '문화', '콘텐츠', '학과', '생각']",935,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,8,8,,
935,진로에 대해 알아보려고,"['진로', '대해', '알아보다']",939,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,4,4,,
936,되고 싶은 장래 희망은 적으나 각 분야가 다양해서 고민입니다,"['되다', '싶다', '장래', '희망', '적다', '분야', '다양하다', '고민', '이다']",940,0,0,-1,0,-1,0,0,0,-1,0,20,20,,,,,,,,
950,읽어주셔서 감사합니다,"['읽다', '감사하다']",954,3,2,,,,,,,,,,,,,,,,,,
960,경영정보과에 다니고 있는 18살 학생입니다,"['경영정보', '다니다', '살', '학생', '이다']",964,0,0,-1,0,1,1,,,,,,,,,,,,,,
965,이러한 일을 하는 직업은 무엇무엇이 있고 어떤 학과를 나오는게 좋을까요,"['이러하다', '하다', '직업', '어떻다', '학과', '나오다', '좋다']",969,0,0,-1,0,10,10,,,,,,,,,,,,,,
